,kor_name,ticker
1069,신일제약,012790
1070,조아제약,034940
1071,인성정보,033230
1072,인터파크홀딩스,035080
1073,동국산업,005160
1074,매일홀딩스,005990
1075,해성산업,034810
1076,녹십자셀,031390
1077,코리드,033430
1078,한국정보통신,025770
1079,파라텍,033540
1080,동성화인텍,033500
1081,드래곤플라이,030350
1082,디케이디앤아이,033310
1083,엠케이전자,033160
1084,제이씨현시스템,033320
1085,포스코엠텍,009520
1086,스페코,013810
1087,좋은사람들,033340
1088,모아텍,033200
1089,코웰패션,033290
1090,코콤,015710
1091,이디,033110
1092,제룡전기,033100
1093,제이엠아이,033050
1094,디지틀조선,033130
1095,바이온,032980
1096,와이지-원,019210
1097,특수건설,026150
1098,하림홀딩스,024660
1099,아이즈비전,031310
1100,동일기연,032960
1101,소프트센,032680
1102,원익,032940
1103,원풍물산,008290
1104,삼진,032750
1105,GMR 머티리얼즈,032860
1106,비트컴퓨터,032850
1107,엠젠플러스,032790
1108,판타지오,032800
1109,유비케어,032620
1110,피델릭스,032580
1111,TJ미디어,032540
1112,휴맥스홀딩스,028080
1113,삼일,032280
1114,뉴인텍,012340
1115,오스템,031510
1116,C&S자산관리,032040
1117,에스마크,030270
1118,엔에스엔,031860
1119,피에스케이,031980
1120,세보엠이씨,011560
1121,한일단조,024740
1122,양지사,030960
1123,원익홀딩스,030530
1124,카테아,026260
1125,한글과컴퓨터,030520
1126,메이슨캐피탈,021880
1127,대호피앤씨,021040
1128,바른테크놀로지,029480
1129,스페로 글로벌,028040
1130,에이치엘비,028300
1131,팜스토리,027710
1132,삼보판지,023600
1133,삼목에스폼,018310
1134,에이스침대,003800
1135,원익큐브,014190
1136,리드코프,012700
1137,유니슨,018000
1138,에머슨퍼시픽,025980
1139,광진실업,026910
1140,인터엠,017250
1141,성우하이텍,015750
1142,대신정보통신,020180
1143,서부T&D,006730
1144,동신건설,025950
1145,동화기업,025900
1146,신라에스지,025870
1147,케이씨피드,025880
1148,한탑,002680
1149,한국선재,025550
1150,대성엘텍,025440
1151,시노펙스,025320
1152,PN풍년,024940
1153,삼천리자전거,024950
1154,보령메디앙스,014100
1155,갑을메탈,024840
1156,경창산업,024910
1157,대륙제관,004780
1158,동원개발,013120
1159,세원물산,024830
1160,이화전기,024810
1161,케이피에프,024880
1162,KB오토시스,024120
1163,신원종합개발,017000
1164,흥구석유,024060
1165,대한약품,023910
1166,아트라스BX,023890
1167,이화공영,001840
1168,풍국주정,023900
1169,대림제지,017650
1170,대한광통신,010170
1171,동일철강,023790
